"name:ca"	"regio"	"comarca"	"municipi"	"osm_type"	"osm_id"	"name"	"wikidata"	"wikipedia"	"place"	"capital"	"admin_level"	"ref:idescat"	"ref:ine"
"Sant Vicent de Sa Cala"	"Illes"	"Eivissa"	"Sant Joan de Labritja"	"node"	"9780280270"	"Sant Vicent de Sa Cala"	"Q2222706"	"ca:Sant Vicent de sa Cala"	"hamlet"				"07050000401"
"Cala de Bou"	"Illes"	"Eivissa"	"Sant Josep de sa Talaia"	"node"	"11042819622"	"Cala de Bou"			"village"				"07048000201"
"Cala Vedella"	"Illes"	"Eivissa"	"Sant Josep de sa Talaia"	"node"	"11042308388"	"Cala Vedella"			"village"				"07048000501"
"Es Cubells"	"Illes"	"Eivissa"	"Sant Josep de sa Talaia"	"node"	"5153912984"	"Es Cubells"	"Q1366394"	"ca:Es Cubells"	"village"				"07048000199"
"Platja d'en Bossa"	"Illes"	"Eivissa"	"Sant Josep de sa Talaia"	"node"	"11042819610"	"Platja d'en Bossa"			"neighbourhood"				"07048000402"
"sa Carroca"	"Illes"	"Eivissa"	"Sant Josep de sa Talaia"	"node"	"11042819611"	"sa Carroca"			"village"				"07048000401"
"Sant Agustí des Vedrà"	"Illes"	"Eivissa"	"Sant Josep de sa Talaia"	"node"	"3114836103"	"Sant Agustí des Vedrà"	"Q7419071"	"ca:Sant Agustí des Vedrà"	"hamlet"				"07048000203"
"Sant Francesc de s'Estany"	"Illes"	"Eivissa"	"Sant Josep de sa Talaia"	"node"	"5153891186"	"Sant Francesc de s'Estany"	"Q7419087"	"ca:Sant Francesc de s'Estany"	"village"				"07048000399"
"Sant Jordi de ses Salines"	"Illes"	"Eivissa"	"Sant Josep de sa Talaia"	"node"	"5153862907"	"Sant Jordi de ses Salines"	"Q765811"	"ca:Sant Jordi de ses Salines"	"village"				"07048000403"
"Urbanització Cala Tarida"	"Illes"	"Eivissa"	"Sant Josep de sa Talaia"	"node"	"11042819623"	"Urbanització Cala Tarida"			"village"				"07048000202"
"Ca na Negreta"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"9792599958"	"Ca na Negreta"			"hamlet"				"07054000106"
"Cala Llenya"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"5169041221"	"Cala Llenya"	"Q5739583"	"es:Cala Llenya"	"village"				"07054000304"
"Can Clavos-Ca Na Palava"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"12236323034"	"Can Clavos-Ca Na Palava"			"isolated_dwelling"				"07054000114"
"Can Nadal"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"5169965310"	"Can Nadal"			"neighbourhood"				"07054000405"
"Can Negre"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"9786973702"	"Can Negre"			"neighbourhood"				"07054000202"
"Can Ramon"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"11042819609"	"Can Ramon"			"neighbourhood"				"07054000406"
"Can Ramon"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"5169907689"	"Can Ramon"			"hamlet"				"07054000104"
"Can Xiquet Pou"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"12236323035"	"Can Xiquet Pou"			"isolated_dwelling"				"07054000115"
"Cas Corb"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"11042819615"	"Cas Corb"			"neighbourhood"				"07054000203"
"es Canar"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"5169070148"	"es Canar"	"Q133540584"	"ca:Es Canar"	"village"				"07054000306"
"es Figueral"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"5169108830"	"es Figueral"	"Q5837362"		"hamlet"				"07054000309"
"Jesús"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"4841589591"	"Jesús"	"Q4892984"	"ca:Jesús (Eivissa)"	"village"				"07054000108"
"Puig d'en Valls"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"5169886242"	"Puig d'en Valls"			"village"				"07054000204"
"S’Argamassa"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"5170014951"	"S’Argamassa"			"village"				"07054000416"
"sa Font"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"11042819618"	"sa Font"			"neighbourhood"				"07054000411"
"sa Trenca"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"11042819608"	"sa Trenca"			"neighbourhood"				"07054000313"
"Sant Carles de Peralta"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"2491245278"	"Sant Carles de Peralta"	"Q1612675"	"ca:Sant Carles de Peralta"	"hamlet"				"07054000312"
"Santa Eulària des Riu"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"relation"	"19237112"	"Santa Eulària des Riu"	"Q24009589"	"en:Santa Eulària des Riu"	"town"	"8"	"9"		"07054000415"
"Santa Gertrudis de Fruitera"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"601259066"	"Santa Gertrudis de Fruitera"	"Q978979"	"ca:Santa Gertrudis de Fruitera"	"village"				"07054000501"
"Urbanització Cala Llonga"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"593940278"	"Urbanització Cala Llonga"			"village"				"07054000402"
"Urbanització Can Fornet"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"11042819617"	"Urbanització Can Fornet"			"hamlet"				"07054000101"
"Urbanització Can Pep Simó"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"12216291569"	"Urbanització Can Pep Simó"			"neighbourhood"				"07054000111"
"Urbanització Puig de Can Vinyets"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"11042819613"	"Urbanització Puig de Can Vinyets"			"neighbourhood"				"07054000109"
"Urbanització Roca Llisa"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"2088250681"	"Urbanització Roca Llisa"			"village"				"07054000112"
"Urbanització ses Torres"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"11042819614"	"Urbanització ses Torres"			"neighbourhood"				"07054000113"
"Urbanització Siesta"	"Illes"	"Eivissa"	"Santa Eulària des Riu"	"node"	"9797579038"	"Urbanització Siesta"			"village"				"07054000417"
"Caló de Sant Agustí"	"Illes"	"Formentera"	"Formentera"	"node"	"279398899"	"Caló de Sant Agustí"			"hamlet"				"07024000101"
"el Pilar de la Mola"	"Illes"	"Formentera"	"Formentera"	"node"	"283457933"	"el Pilar de la Mola"	"Q1324476"	"ca:El Pilar de la Mola"	"village"				"07024000301"
"es Pujols"	"Illes"	"Formentera"	"Formentera"	"node"	"279398906"	"es Pujols"			"village"				"07024000401"
"la Savina"	"Illes"	"Formentera"	"Formentera"	"node"	"3614829400"	"la Savina"	"Q366618"	"es:La Sabina (Baleares)"	"village"				"07024000801"
"Sant Ferran de ses Roques"	"Illes"	"Formentera"	"Formentera"	"node"	"283457934"	"Sant Ferran de ses Roques"	"Q662752"	"ca:Sant Ferran de ses Roques"	"suburb"				"07024000601"
"Ses Bardetes"	"Illes"	"Formentera"	"Formentera"	"node"	"2747987189"	"Ses Bardetes"	"Q11949489"	"ca:Ses Bardetes"	"hamlet"				"07024000901"
"ses Salines"	"Illes"	"Formentera"	"Formentera"	"node"	"11041818035"	"ses Salines"			"isolated_dwelling"				"07024000599"
"Venda des Cap de Barbaria"	"Illes"	"Formentera"	"Formentera"	"node"	"11041818036"	"Venda des Cap de Barbaria"			"village"				"07024000299"
"Betlem"	"Illes"	"Llevant"	"Artà"	"node"	"11069856343"	"Betlem"			"neighbourhood"				"07006000401"
"Colònia de Sant Pere"	"Illes"	"Llevant"	"Artà"	"node"	"2892178602"	"Colònia de Sant Pere"	"Q656628"	"ca:Colònia de Sant Pere"	"village"				"07006000201"
"Montferrutx"	"Illes"	"Llevant"	"Artà"	"node"	"2892175964"	"Montferrutx"			"neighbourhood"				"07006000501"
"s'Estanyol"	"Illes"	"Llevant"	"Artà"	"node"	"2892175957"	"s'Estanyol"			"hamlet"				"07006000601"
"Urbanització Sant Pere"	"Illes"	"Llevant"	"Artà"	"node"	"11069856344"	"Urbanització Sant Pere"			"neighbourhood"				"07006000701"
"Cala Agulla"	"Illes"	"Llevant"	"Capdepera"	"node"	"4499303445"	"Cala Agulla"			"suburb"				"07014000501"
"Cala Gat"	"Illes"	"Llevant"	"Capdepera"	"node"	"11069856341"	"Cala Gat"			"neighbourhood"				"07014000401"
"Cala Mesquida"	"Illes"	"Llevant"	"Capdepera"	"node"	"4160127092"	"Cala Mesquida"			"hamlet"				"07014000601"
"Cala Rajada"	"Illes"	"Llevant"	"Capdepera"	"node"	"35346421"	"Cala Rajada"	"Q666891"	"ca:Cala Rajada"	"suburb"				"07014000101"
"Canyamel"	"Illes"	"Llevant"	"Capdepera"	"node"	"761543033"	"Canyamel"			"suburb"				"07014000703"
"Canyamel Coves"	"Illes"	"Llevant"	"Capdepera"	"node"	"11069856336"	"Canyamel Coves"			"neighbourhood"				"07014000704"
"Es Carregador"	"Illes"	"Llevant"	"Capdepera"	"node"	"11069856339"	"Es Carregador"			"neighbourhood"				"07014000801"
"es Pelats"	"Illes"	"Llevant"	"Capdepera"	"node"	"11069856342"	"es Pelats"			"neighbourhood"				"07014000502"
"es Provençals"	"Illes"	"Llevant"	"Capdepera"	"node"	"11069856337"	"es Provençals"			"neighbourhood"				"07014001001"
"na Taconera"	"Illes"	"Llevant"	"Capdepera"	"node"	"11069856338"	"na Taconera"			"neighbourhood"				"07014000302"
"sa Costa de Canyamel"	"Illes"	"Llevant"	"Capdepera"	"node"	"10867767684"	"sa Costa de Canyamel"			"suburb"				"07014000702"
"sa Font de sa Cala"	"Illes"	"Llevant"	"Capdepera"	"node"	"759326864"	"sa Font de sa Cala"			"suburb"				"07014000301"
"sa Pedruscada"	"Illes"	"Llevant"	"Capdepera"	"node"	"4330707108"	"sa Pedruscada"			"village"				"07014000901"
"Son Moll"	"Illes"	"Llevant"	"Capdepera"	"node"	"11069856340"	"Son Moll"			"neighbourhood"				"07014001101"
"Cala Anguila-Cala Mendia"	"Illes"	"Llevant"	"Manacor"	"node"	"11069856332"	"Cala Anguila-Cala Mendia"			"suburb"				"07033000101"
"Cala Murada"	"Illes"	"Llevant"	"Manacor"	"node"	"1551907848"	"Cala Murada"			"village"				"07033000301"
"Cales de Mallorca"	"Illes"	"Llevant"	"Manacor"	"node"	"2025305487"	"Cales de Mallorca"			"village"				"07033000401"
"Portocristo"	"Illes"	"Llevant"	"Manacor"	"node"	"26491566"	"Portocristo"	"Q1013077"	"ca:Portocristo"	"town"				"07033000901"
"s'Estany d'en Mas"	"Illes"	"Llevant"	"Manacor"	"node"	"777264974"	"s'Estany d'en Mas"			"hamlet"				"07033000701"
"s'Illot-Cala Morlanda"	"Illes"	"Llevant"	"Manacor"	"node"	"2025305486"	"s'Illot-Cala Morlanda"			"suburb"				"07033000201"
"sa Marineta"	"Illes"	"Llevant"	"Manacor"	"node"	"11069856333"	"sa Marineta"			"neighbourhood"				"07033000902"
"Son Macià"	"Illes"	"Llevant"	"Manacor"	"node"	"735811596"	"Son Macià"			"village"				"07033001101"
"Son Mas"	"Illes"	"Llevant"	"Manacor"	"node"	"11069856331"	"Son Mas"			"neighbourhood"				"07033000602"
"Son Talent"	"Illes"	"Llevant"	"Manacor"	"node"	"11069856330"	"Son Talent"			"neighbourhood"				"07033000603"
"s'Illot"	"Illes"	"Llevant"	"Sant Llorenç des Cardassar"	"node"	"196160623"	"s'Illot"			"neighbourhood"				"07051000101"
"sa Coma"	"Illes"	"Llevant"	"Sant Llorenç des Cardassar"	"node"	"461265315"	"sa Coma"	"Q697138"	"ca:La Coma (Sant Llorenç del Cardassar)"	"neighbourhood"				"07051000501"
"Son Carrió"	"Illes"	"Llevant"	"Sant Llorenç des Cardassar"	"node"	"307407576"	"Son Carrió"			"village"				"07051000301"
"Son Moro"	"Illes"	"Llevant"	"Sant Llorenç des Cardassar"	"node"	"4079566328"	"Son Moro"			"village"				"07051000401"
"Son Moro Bonavista"	"Illes"	"Llevant"	"Sant Llorenç des Cardassar"	"node"	"11069856334"	"Son Moro Bonavista"			"neighbourhood"				"07051000601"
"Cala Bona"	"Illes"	"Llevant"	"Son Servera"	"node"	"1839746883"	"Cala Bona"	"Q1026133"	"ca:Cala Bona (Mallorca)"	"village"				"07062000201"
"Cala Millor"	"Illes"	"Llevant"	"Son Servera"	"node"	"410453530"	"Cala Millor"	"Q990061"	"ca:Cala Millor"	"village"				"07062000301"
"Costa des Pins"	"Illes"	"Llevant"	"Son Servera"	"node"	"2025305493"	"Costa des Pins"	"Q11915856"	"ca:Costa dels Pins"	"neighbourhood"				"07062000501"
"Port Verd"	"Illes"	"Llevant"	"Son Servera"	"node"	"11069856335"	"Port Verd"			"neighbourhood"				"07062001101"
"Cala en Porter"	"Illes"	"Menorca"	"Alaior"	"node"	"386605745"	"Cala en Porter"			"neighbourhood"				"07002000201"
"Calescoves"	"Illes"	"Menorca"	"Alaior"	"node"	"5543219326"	"Calescoves"			"hamlet"				"07002000801"
"l'Argentina"	"Illes"	"Menorca"	"Alaior"	"node"	"1474506876"	"l'Argentina"			"hamlet"				"07002000601"
"Sant Jaume"	"Illes"	"Menorca"	"Alaior"	"node"	"1477718359"	"Sant Jaume"			"neighbourhood"				"07002000401"
"Son Bou"	"Illes"	"Menorca"	"Alaior"	"node"	"2671125858"	"Son Bou"	"Q2531173"	"en:Son Bou"	"hamlet"				"07002000503"
"Son Vitamina"	"Illes"	"Menorca"	"Alaior"	"node"	"5543219327"	"Son Vitamina"			"hamlet"				"07002000901"
"Torre Soli"	"Illes"	"Menorca"	"Alaior"	"node"	"1477718356"	"Torre Soli"			"neighbourhood"				"07002000701"
"Cala Blanca"	"Illes"	"Menorca"	"Ciutadella"	"node"	"1288292508"	"Cala Blanca"			"neighbourhood"				"07015000501"
"Cala en Blanes"	"Illes"	"Menorca"	"Ciutadella"	"node"	"514948291"	"Cala en Blanes"			"suburb"				"07015000901"
"Cala en Bosc"	"Illes"	"Menorca"	"Ciutadella"	"node"	"1288292604"	"Cala en Bosc"	"Q1026176"	"ca:Cala en Bosc"	"village"				"07015000502"
"Cala Morell"	"Illes"	"Menorca"	"Ciutadella"	"node"	"514943903"	"Cala Morell"			"village"				"07015000601"
"Calespiques"	"Illes"	"Menorca"	"Ciutadella"	"node"	"6394406976"	"Calespiques"			"suburb"				"07015000902"
"Cap d'Artrutx"	"Illes"	"Menorca"	"Ciutadella"	"node"	"6394446075"	"Cap d'Artrutx"			"hamlet"				"07015000506"
"es Tudons"	"Illes"	"Menorca"	"Ciutadella"	"node"	"11049245305"	"es Tudons"			"isolated_dwelling"				"07015001099"
"la Vall"	"Illes"	"Menorca"	"Ciutadella"	"node"	"11049206202"	"la Vall"			"isolated_dwelling"				"07015001199"
"s'Almudaina"	"Illes"	"Menorca"	"Ciutadella"	"node"	"11049206203"	"s'Almudaina"			"isolated_dwelling"				"07015000199"
"Sant Joan Gran"	"Illes"	"Menorca"	"Ciutadella"	"node"	"11049245306"	"Sant Joan Gran"			"hamlet"				"07015000499"
"Santandria"	"Illes"	"Menorca"	"Ciutadella"	"node"	"1824400217"	"Santandria"			"village"				"07015000503"
"Serpentona"	"Illes"	"Menorca"	"Ciutadella"	"node"	"6394448842"	"Serpentona"			"hamlet"				"07015000201"
"Son Blanc"	"Illes"	"Menorca"	"Ciutadella"	"node"	"6394422003"	"Son Blanc"			"hamlet"				"07015000507"
"Son Cabrisses"	"Illes"	"Menorca"	"Ciutadella"	"node"	"5709240590"	"Son Cabrisses"			"hamlet"				"07015000504"
"Son Carrió"	"Illes"	"Menorca"	"Ciutadella"	"node"	"6394430233"	"Son Carrió"			"hamlet"				"07015000508"
"Son Saura Vell"	"Illes"	"Menorca"	"Ciutadella"	"node"	"11049245307"	"Son Saura Vell"			"hamlet"				"07015000799"
"Son Xoriguer"	"Illes"	"Menorca"	"Ciutadella"	"node"	"3693598540"	"Son Xoriguer"			"hamlet"				"07015000505"
"Torre del Ram"	"Illes"	"Menorca"	"Ciutadella"	"node"	"6394406974"	"Torre del Ram"			"suburb"				"07015000904"
"Torretrencada"	"Illes"	"Menorca"	"Ciutadella"	"node"	"11049206204"	"Torretrencada"			"hamlet"				"07015000899"
	"Illes"	"Menorca"	"Ciutadella"	"node"	"6394406975"	"Los Delfines"			"suburb"				"07015000903"
"Cala Sant Esteve"	"Illes"	"Menorca"	"es Castell"	"node"	"525353199"	"Cala Sant Esteve"			"hamlet"				"07064000401"
"el Fonduco"	"Illes"	"Menorca"	"es Castell"	"node"	"11049206196"	"el Fonduco"			"neighbourhood"				"07064000501"
"Polígon Industrial des Castell"	"Illes"	"Menorca"	"es Castell"	"node"	"11049206197"	"Polígon Industrial des Castell"			"neighbourhood"				"07064000204"
"sa Sínia d'en Riera"	"Illes"	"Menorca"	"es Castell"	"node"	"5453813819"	"sa Sínia d'en Riera"			"hamlet"				"07064000701"
"Santa Anna"	"Illes"	"Menorca"	"es Castell"	"node"	"1260789989"	"Santa Anna"			"hamlet"				"07064000601"
"Sol de l'Est"	"Illes"	"Menorca"	"es Castell"	"node"	"957984227"	"Sol de l'Est"			"neighbourhood"				"07064000801"
"Son Vilar"	"Illes"	"Menorca"	"es Castell"	"node"	"1042533164"	"Son Vilar"			"neighbourhood"				"07064000302"
"Trebaluger"	"Illes"	"Menorca"	"es Castell"	"node"	"386589680"	"Trebaluger"			"neighbourhood"				"07064000101"
"Cala Tirant"	"Illes"	"Menorca"	"es Mercadal"	"node"	"11049206201"	"Cala Tirant"			"neighbourhood"				"07037000102"
"Coves Noves"	"Illes"	"Menorca"	"es Mercadal"	"node"	"6884925629"	"Coves Noves"			"neighbourhood"				"07037000801"
"Fornells"	"Illes"	"Menorca"	"es Mercadal"	"node"	"272594097"	"Fornells"	"Q994897"	"es:Fornells"	"village"				"07037000103"
"na Macaret"	"Illes"	"Menorca"	"es Mercadal"	"node"	"1474111296"	"na Macaret"			"hamlet"				"07037000401"
"Platges de Fornells"	"Illes"	"Menorca"	"es Mercadal"	"node"	"272593809"	"Platges de Fornells"			"village"				"07037000105"
"Port d'Addaia"	"Illes"	"Menorca"	"es Mercadal"	"node"	"1337624749"	"Port d'Addaia"			"hamlet"				"07037000501"
"s'Arenal d'en Castell"	"Illes"	"Menorca"	"es Mercadal"	"node"	"272593807"	"s'Arenal d'en Castell"			"village"				"07037000301"
"sa Roca"	"Illes"	"Menorca"	"es Mercadal"	"node"	"1474077908"	"sa Roca"			"hamlet"				"07037000202"
"ses Salines"	"Illes"	"Menorca"	"es Mercadal"	"node"	"272593633"	"ses Salines"			"hamlet"				"07037000601"
"Son Parc"	"Illes"	"Menorca"	"es Mercadal"	"node"	"272593632"	"Son Parc"			"neighbourhood"				"07037000701"
"Urbanització Punta Grossa I"	"Illes"	"Menorca"	"es Mercadal"	"node"	"11049206199"	"Urbanització Punta Grossa I"			"neighbourhood"				"07037000302"
"Urbanització Punta Grossa II"	"Illes"	"Menorca"	"es Mercadal"	"node"	"11049206200"	"Urbanització Punta Grossa II"			"neighbourhood"				"07037000303"
"Sant Tomàs"	"Illes"	"Menorca"	"es Migjorn Gran"	"node"	"479486431"	"Sant Tomàs"	"Q7420554"	"ca:Sant Tomàs des Migjorn Gran"	"hamlet"				"07902000102"
"Cala Galdana"	"Illes"	"Menorca"	"Ferreries"	"node"	"453033604"	"Cala Galdana"	"Q969354"	"ca:Cala Galdana"	"hamlet"				"07023000201"
"Binidalí"	"Illes"	"Menorca"	"Maó"	"node"	"482738041"	"Binidalí"			"hamlet"				"07032001401"
"Binixica"	"Illes"	"Menorca"	"Maó"	"node"	"5709174817"	"Binixica"			"suburb"				"07032000101"
"Cala Llonga"	"Illes"	"Menorca"	"Maó"	"node"	"5870603633"	"Cala Llonga"			"hamlet"				"07032000401"
"es Canutells"	"Illes"	"Menorca"	"Maó"	"node"	"386605832"	"es Canutells"			"hamlet"				"07032000201"
"es Caparrot"	"Illes"	"Menorca"	"Maó"	"node"	"5709170877"	"es Caparrot"			"hamlet"				"07032000202"
"es Grau"	"Illes"	"Menorca"	"Maó"	"node"	"272593808"	"es Grau"			"hamlet"				"07032000301"
"es Murtar"	"Illes"	"Menorca"	"Maó"	"node"	"5620400187"	"es Murtar"			"hamlet"				"07032000601"
"Llucmaçanes"	"Illes"	"Menorca"	"Maó"	"node"	"386002814"	"Llucmaçanes"			"suburb"				"07032000901"
"Polígon Industrial la Poima"	"Illes"	"Menorca"	"Maó"	"node"	"11049206195"	"Polígon Industrial la Poima"			"neighbourhood"				"07032001002"
"sa Mesquida"	"Illes"	"Menorca"	"Maó"	"node"	"1474089847"	"sa Mesquida"	"Q9072417"	"ca:Cala Mesquida (Menorca)"	"hamlet"				"07032000501"
"Sant Antoni"	"Illes"	"Menorca"	"Maó"	"node"	"5611505960"	"Sant Antoni"			"hamlet"				"07032000701"
"Sant Climent"	"Illes"	"Menorca"	"Maó"	"node"	"386003254"	"Sant Climent"			"suburb"				"07032001201"
"Alcalfar"	"Illes"	"Menorca"	"Sant Lluís"	"node"	"386027861"	"Alcalfar"			"hamlet"				"07052000101"
"Biniancolla"	"Illes"	"Menorca"	"Sant Lluís"	"node"	"386093851"	"Biniancolla"			"hamlet"				"07052000301"
"Biniancollet"	"Illes"	"Menorca"	"Sant Lluís"	"node"	"5445331109"	"Biniancollet"			"hamlet"				"07052002101"
"Binibèquer Nou"	"Illes"	"Menorca"	"Sant Lluís"	"node"	"3415938082"	"Binibèquer Nou"	"Q5728762"	"ca:Binibèquer Nou"	"hamlet"				"07052001601"
"Binibèquer Vell"	"Illes"	"Menorca"	"Sant Lluís"	"node"	"482752996"	"Binibèquer Vell"	"Q5728766"	"ca:Binibèquer Vell"	"hamlet"				"07052000401"
"Binissafúller"	"Illes"	"Menorca"	"Sant Lluís"	"node"	"5445313015"	"Binissafúller"			"hamlet"				"07052001701"
"Cap den Font"	"Illes"	"Menorca"	"Sant Lluís"	"node"	"482745308"	"Cap den Font"			"hamlet"				"07052001801"
"Es Pou Nou"	"Illes"	"Menorca"	"Sant Lluís"	"node"	"5445336629"	"Es Pou Nou"			"hamlet"				"07052001001"
"Platja de Binisafúller"	"Illes"	"Menorca"	"Sant Lluís"	"node"	"4954410194"	"Platja de Binisafúller"			"hamlet"				"07052000701"
"Polígon Indústrial Sant Lluís"	"Illes"	"Menorca"	"Sant Lluís"	"node"	"11049206198"	"Polígon Indústrial Sant Lluís"			"neighbourhood"				"07052001402"
"Punta Prima"	"Illes"	"Menorca"	"Sant Lluís"	"node"	"283243328"	"Punta Prima"	"Q2118560"	"ca:Punta Prima"	"neighbourhood"				"07052001101"
"s'Algar"	"Illes"	"Menorca"	"Sant Lluís"	"node"	"386027789"	"s'Algar"			"village"				"07052001201"
"s'Ullastrar"	"Illes"	"Menorca"	"Sant Lluís"	"node"	"386003206"	"s'Ullastrar"			"hamlet"				"07052001301"
"Son Ganxo"	"Illes"	"Menorca"	"Sant Lluís"	"node"	"524282599"	"Son Ganxo"			"neighbourhood"				"07052001901"
"Son Remei"	"Illes"	"Menorca"	"Sant Lluís"	"node"	"5580086289"	"Son Remei"			"neighbourhood"				"07052001902"
"Torret"	"Illes"	"Menorca"	"Sant Lluís"	"node"	"415283379"	"Torret"			"neighbourhood"				"07052001501"
"Torret de Baix"	"Illes"	"Menorca"	"Sant Lluís"	"node"	"5445331110"	"Torret de Baix"			"hamlet"				"07052002001"
"Dalt sa Ràpita"	"Illes"	"Migjorn"	"Campos"	"node"	"10867767683"	"Dalt sa Ràpita"			"hamlet"				"07013000601"
"sa Ràpita"	"Illes"	"Migjorn"	"Campos"	"node"	"35828559"	"sa Ràpita"			"suburb"				"07013000401"
"sa Sorda"	"Illes"	"Migjorn"	"Campos"	"node"	"272868878"	"sa Sorda"			"hamlet"				"07013000501"
"Sa Vinyola"	"Illes"	"Migjorn"	"Campos"	"node"	"988844364"	"Sa Vinyola"			"neighbourhood"				"07013000701"
"ses Covetes"	"Illes"	"Migjorn"	"Campos"	"node"	"308067986"	"ses Covetes"			"hamlet"				"07013000201"
"Cala Ferrera"	"Illes"	"Migjorn"	"Felanitx"	"node"	"2025305496"	"Cala Ferrera"			"suburb"				"07022001101"
"Cala Serena"	"Illes"	"Migjorn"	"Felanitx"	"node"	"11069779443"	"Cala Serena"			"suburb"				"07022001201"
"Cas Concos des Cavaller"	"Illes"	"Migjorn"	"Felanitx"	"node"	"312636834"	"Cas Concos des Cavaller"	"Q11912661"	"es:Cas Concos d'es Cavaller"	"village"				"07022000101"
"es Carritxó"	"Illes"	"Migjorn"	"Felanitx"	"node"	"2970890507"	"es Carritxó"	"Q11919662"	"ca:Es Carritxó"	"locality"				"07022000201"
"Portocolom"	"Illes"	"Migjorn"	"Felanitx"	"node"	"335577858"	"Portocolom"			"suburb"				"07022000601"
"s'Horta"	"Illes"	"Migjorn"	"Felanitx"	"node"	"278543775"	"s'Horta"			"village"				"07022000401"
"Son Mesquida"	"Illes"	"Migjorn"	"Felanitx"	"node"	"312636682"	"Son Mesquida"			"hamlet"				"07022000799"
"Son Negre"	"Illes"	"Migjorn"	"Felanitx"	"node"	"6465568225"	"Son Negre"			"village"				"07022000899"
"Son Prohens"	"Illes"	"Migjorn"	"Felanitx"	"node"	"1242632811"	"Son Prohens"	"Q88101306"	"es:Son Prohens"	"hamlet"				"07022000999"
"Son Valls"	"Illes"	"Migjorn"	"Felanitx"	"node"	"4221549776"	"Son Valls"	"Q11950196"	"ca:Son Valls"	"hamlet"				"07022001099"
"Badia Blava"	"Illes"	"Migjorn"	"Llucmajor"	"node"	"3728304571"	"Badia Blava"			"village"				"07031000401"
"Badia Gran"	"Illes"	"Migjorn"	"Llucmajor"	"node"	"3728296631"	"Badia Gran"			"village"				"07031000501"
"Bellavista"	"Illes"	"Migjorn"	"Llucmajor"	"node"	"7776353247"	"Bellavista"	"Q2889522"	"es:Bellavista (Baleares)"	"village"				"07031000601"
"Cala Blava"	"Illes"	"Migjorn"	"Llucmajor"	"node"	"7776353246"	"Cala Blava"			"village"				"07031000701"
"Cala Pi"	"Illes"	"Migjorn"	"Llucmajor"	"node"	"564822534"	"Cala Pi"			"village"				"07031000801"
"es Pas"	"Illes"	"Migjorn"	"Llucmajor"	"node"	"11069779446"	"es Pas"			"neighbourhood"				"07031000802"
"Les Palmeres"	"Illes"	"Migjorn"	"Llucmajor"	"node"	"4074631162"	"Les Palmeres"			"village"				"07031001001"
"Maioris Dècima"	"Illes"	"Migjorn"	"Llucmajor"	"node"	"3585284257"	"Maioris Dècima"			"village"				"07031001301"
"Puig de Ros"	"Illes"	"Migjorn"	"Llucmajor"	"node"	"3585284258"	"Puig de Ros"			"village"				"07031001401"
"s'Arenal"	"Illes"	"Migjorn"	"Llucmajor"	"node"	"822907036"	"s'Arenal"			"suburb"				"07031000101"
"s'Estanyol de Migjorn"	"Illes"	"Migjorn"	"Llucmajor"	"node"	"35828560"	"s'Estanyol de Migjorn"			"village"				"07031000201"
"sa Torre"	"Illes"	"Migjorn"	"Llucmajor"	"node"	"3585283776"	"sa Torre"			"village"				"07031001202"
"Son Verí Nou"	"Illes"	"Migjorn"	"Llucmajor"	"node"	"7776353245"	"Son Verí Nou"	"Q11950197"	"ca:Son Verí Nou"	"village"				"07031001101"
"Tolleric"	"Illes"	"Migjorn"	"Llucmajor"	"node"	"3585288216"	"Tolleric"			"village"				"07031000901"
"Vallgornera"	"Illes"	"Migjorn"	"Llucmajor"	"node"	"11069779447"	"Vallgornera"			"neighbourhood"				"07031000803"
"Cala d'Or"	"Illes"	"Migjorn"	"Santanyí"	"node"	"777276150"	"Cala d'Or"	"Q857257"	"ca:Cala d'Or"	"village"				"07057000201"
