"name:ca"	"regio"	"comarca"	"osm_id"	"osm_type"	"name"	"wikipedia"	"wikidata"	"border_type"	"admin_level"	"ref:idescat"	"ref:ine"	"ref:INSEE"
"Miralcamp"	"Principat"	"Pla d'Urgell"	"342134"	"relation"	"Miralcamp"	"ca:Miralcamp"	"Q1769676"	"municipi"	"8"	"251351"	"25135000000"	
"Mollerussa"	"Principat"	"Pla d'Urgell"	"342137"	"relation"	"Mollerussa"	"ca:Mollerussa"	"Q676132"	"municipi"	"8"	"251370"	"25137000000"	
"Sidamon"	"Principat"	"Pla d'Urgell"	"347351"	"relation"	"Sidamon"	"ca:Sidamon"	"Q1916315"	"municipi"	"8"	"252056"	"25205000000"	
"Torregrossa"	"Principat"	"Pla d'Urgell"	"343013"	"relation"	"Torregrossa"	"ca:Torregrossa"	"Q1765412"	"municipi"	"8"	"252304"	"25230000000"	
"Vila-sana"	"Principat"	"Pla d'Urgell"	"343350"	"relation"	"Vila-sana"	"ca:Vila-sana"	"Q12145"	"municipi"	"8"	"252521"	"25252000000"	
"Vilanova de Bellpuig"	"Principat"	"Pla d'Urgell"	"347878"	"relation"	"Vilanova de Bellpuig"	"ca:Vilanova de Bellpuig"	"Q1903534"	"municipi"	"8"	"252483"	"25248000000"	
"Banyoles"	"Principat"	"Pla de l'Estany"	"343842"	"relation"	"Banyoles"	"ca:Banyoles"	"Q13614"	"municipi"	"8"	"170157"	"17015000000"	
"Camós"	"Principat"	"Pla de l'Estany"	"344131"	"relation"	"Camós"	"ca:Camós"	"Q5495"	"municipi"	"8"	"170353"	"17035000000"	
"Cornellà del Terri"	"Principat"	"Pla de l'Estany"	"343215"	"relation"	"Cornellà del Terri"	"ca:Cornellà del Terri"	"Q13613"	"municipi"	"8"	"170561"	"17056000000"	
"Crespià"	"Principat"	"Pla de l'Estany"	"343222"	"relation"	"Crespià"	"ca:Crespià"	"Q13610"	"municipi"	"8"	"170583"	"17058000000"	
"Esponellà"	"Principat"	"Pla de l'Estany"	"347770"	"relation"	"Esponellà"	"ca:Esponellà"	"Q13611"	"municipi"	"8"	"170656"	"17065000000"	
"Fontcoberta"	"Principat"	"Pla de l'Estany"	"343541"	"relation"	"Fontcoberta"	"ca:Fontcoberta"	"Q13608"	"municipi"	"8"	"170715"	"17071000000"	
"Palol de Revardit"	"Principat"	"Pla de l'Estany"	"340867"	"relation"	"Palol de Revardit"	"ca:Palol de Revardit"	"Q13609"	"municipi"	"8"	"171236"	"17123000000"	
"Porqueres"	"Principat"	"Pla de l'Estany"	"345224"	"relation"	"Porqueres"	"ca:Porqueres"	"Q13607"	"municipi"	"8"	"171371"	"17137000000"	
"Sant Miquel de Campmajor"	"Principat"	"Pla de l'Estany"	"344627"	"relation"	"Sant Miquel de Campmajor"	"ca:Sant Miquel de Campmajor"	"Q13612"	"municipi"	"8"	"171740"	"17174000000"	
"Serinyà"	"Principat"	"Pla de l'Estany"	"346731"	"relation"	"Serinyà"	"ca:Serinyà"	"Q13621"	"municipi"	"8"	"171903"	"17190000000"	
"Vilademuls"	"Principat"	"Pla de l'Estany"	"347898"	"relation"	"Vilademuls"	"ca:Vilademuls"	"Q13620"	"municipi"	"8"	"172180"	"17218000000"	
"Bellmunt del Priorat"	"Principat"	"Priorat"	"342336"	"relation"	"Bellmunt del Priorat"	"ca:Bellmunt del Priorat"	"Q1233531"	"municipi"	"8"	"430234"	"43023000000"	
"Cabassers"	"Principat"	"Priorat"	"346547"	"relation"	"Cabacés"	"ca:Cabassers"	"Q1248525"	"municipi"	"8"	"430350"	"43035000000"	
"Capçanes"	"Principat"	"Priorat"	"342004"	"relation"	"Capçanes"	"ca:Capçanes"	"Q509226"	"municipi"	"8"	"430402"	"43040000000"	
"Cornudella de Montsant"	"Principat"	"Priorat"	"341998"	"relation"	"Cornudella de Montsant"	"ca:Cornudella de Montsant"	"Q995601"	"municipi"	"8"	"430496"	"43049000000"	
"el Lloar"	"Principat"	"Priorat"	"345946"	"relation"	"el Lloar"	"ca:El Lloar"	"Q1233519"	"municipi"	"8"	"430727"	"43072000000"	
"el Masroig"	"Principat"	"Priorat"	"343941"	"relation"	"el Masroig"	"ca:El Masroig"	"Q667949"	"municipi"	"8"	"430825"	"43082000000"	
"el Molar"	"Principat"	"Priorat"	"343944"	"relation"	"el Molar"	"ca:El Molar"	"Q1248591"	"municipi"	"8"	"430859"	"43085000000"	
"els Guiamets"	"Principat"	"Priorat"	"345944"	"relation"	"els Guiamets"	"ca:Els Guiamets"	"Q1230107"	"municipi"	"8"	"430705"	"43070000000"	
"Falset"	"Principat"	"Priorat"	"346234"	"relation"	"Falset"	"ca:Falset"	"Q537604"	"municipi"	"8"	"430555"	"43055000000"	
"Gratallops"	"Principat"	"Priorat"	"341711"	"relation"	"Gratallops"	"ca:Gratallops"	"Q1233563"	"municipi"	"8"	"430691"	"43069000000"	
"la Bisbal de Montsant"	"Principat"	"Priorat"	"342340"	"relation"	"la Bisbal de Montsant"	"ca:La Bisbal de Montsant"	"Q651003"	"municipi"	"8"	"430271"	"43027000000"	
"la Figuera"	"Principat"	"Priorat"	"346237"	"relation"	"la Figuera"	"ca:La Figuera"	"Q985602"	"municipi"	"8"	"430580"	"43058000000"	
"la Morera de Montsant"	"Principat"	"Priorat"	"348134"	"relation"	"la Morera de Montsant"	"ca:La Morera de Montsant"	"Q936670"	"municipi"	"8"	"430960"	"43096000000"	
"la Torre de Fontaubella"	"Principat"	"Priorat"	"344617"	"relation"	"la Torre de Fontaubella"	"ca:La Torre de Fontaubella"	"Q1917548"	"municipi"	"8"	"431515"	"43151000000"	
"la Vilella Alta"	"Principat"	"Priorat"	"344925"	"relation"	"la Vilella Alta"	"ca:La Vilella Alta"	"Q761878"	"municipi"	"8"	"431732"	"43173000000"	
"la Vilella Baixa"	"Principat"	"Priorat"	"344887"	"relation"	"la Vilella Baixa"	"ca:La Vilella Baixa"	"Q1233422"	"municipi"	"8"	"431747"	"43174000000"	
"Marçà"	"Principat"	"Priorat"	"345942"	"relation"	"Marçà"	"ca:Marçà"	"Q775782"	"municipi"	"8"	"430764"	"43076000000"	
"Margalef"	"Principat"	"Priorat"	"342456"	"relation"	"Margalef"	"ca:Margalef"	"Q1020512"	"municipi"	"8"	"430751"	"43075000000"	
"Poboleda"	"Principat"	"Priorat"	"345206"	"relation"	"Poboleda"	"ca:Poboleda"	"Q549598"	"municipi"	"8"	"431129"	"43112000000"	
"Porrera"	"Principat"	"Priorat"	"345213"	"relation"	"Porrera"	"ca:Porrera"	"Q1248500"	"municipi"	"8"	"431140"	"43114000000"	
"Pradell de la Teixeta"	"Principat"	"Priorat"	"345214"	"relation"	"Pradell de la Teixeta"	"ca:Pradell de la Teixeta"	"Q1233450"	"municipi"	"8"	"431153"	"43115000000"	
"Torroja del Priorat"	"Principat"	"Priorat"	"344612"	"relation"	"Torroja del Priorat"	"ca:Torroja del Priorat"	"Q745357"	"municipi"	"8"	"431541"	"43154000000"	
"Ulldemolins"	"Principat"	"Priorat"	"344611"	"relation"	"Ulldemolins"	"ca:Ulldemolins"	"Q743286"	"municipi"	"8"	"431573"	"43157000000"	
"Ascó"	"Principat"	"Ribera d'Ebre"	"346863"	"relation"	"Ascó"	"ca:Ascó"	"Q723440"	"municipi"	"8"	"430192"	"43019000000"	
"Benissanet"	"Principat"	"Ribera d'Ebre"	"342339"	"relation"	"Benissanet"	"ca:Benissanet"	"Q607737"	"municipi"	"8"	"430265"	"43026000000"	
"Flix"	"Principat"	"Ribera d'Ebre"	"341701"	"relation"	"Flix"	"ca:Flix"	"Q548045"	"municipi"	"8"	"430607"	"43060000000"	
"Garcia"	"Principat"	"Ribera d'Ebre"	"341698"	"relation"	"Garcia"	"ca:Garcia"	"Q1247153"	"municipi"	"8"	"430653"	"43065000000"	
"Ginestar"	"Principat"	"Ribera d'Ebre"	"341696"	"relation"	"Ginestar"	"ca:Ginestar"	"Q683434"	"municipi"	"8"	"430672"	"43067000000"	
"la Palma d'Ebre"	"Principat"	"Ribera d'Ebre"	"348131"	"relation"	"la Palma d'Ebre"	"ca:La Palma d'Ebre"	"Q1233435"	"municipi"	"8"	"430995"	"43099000000"	
"la Torre de l'Espanyol"	"Principat"	"Ribera d'Ebre"	"344614"	"relation"	"la Torre de l'Espanyol"	"ca:La Torre de l'Espanyol"	"Q1233485"	"municipi"	"8"	"431520"	"43152000000"	
"Miravet"	"Principat"	"Ribera d'Ebre"	"343943"	"relation"	"Miravet"	"ca:Miravet"	"Q962371"	"municipi"	"8"	"430846"	"43084000000"	
"Móra d'Ebre"	"Principat"	"Ribera d'Ebre"	"348137"	"relation"	"Móra d'Ebre"	"ca:Móra d'Ebre"	"Q926784"	"municipi"	"8"	"430939"	"43093000000"	
"Móra la Nova"	"Principat"	"Ribera d'Ebre"	"348136"	"relation"	"Móra la Nova"	"ca:Móra la Nova"	"Q1233555"	"municipi"	"8"	"430944"	"43094000000"	
"Rasquera"	"Principat"	"Ribera d'Ebre"	"340855"	"relation"	"Rasquera"	"ca:Rasquera"	"Q1233548"	"municipi"	"8"	"431212"	"43121000000"	
"Riba-roja d'Ebre"	"Principat"	"Ribera d'Ebre"	"340851"	"relation"	"Riba-roja d'Ebre"	"ca:Riba-roja d'Ebre"	"Q1229607"	"municipi"	"8"	"431251"	"43125000000"	
"Tivissa"	"Principat"	"Ribera d'Ebre"	"344616"	"relation"	"Tivissa"	"ca:Tivissa"	"Q1230055"	"municipi"	"8"	"431508"	"43150000000"	
"Vinebre"	"Principat"	"Ribera d'Ebre"	"344921"	"relation"	"Vinebre"	"ca:Vinebre"	"Q1248533"	"municipi"	"8"	"431779"	"43177000000"	
"Campdevànol"	"Principat"	"Ripollès"	"344132"	"relation"	"Campdevànol"	"ca:Campdevànol"	"Q12228"	"municipi"	"8"	"170366"	"17036000000"	
"Campelles"	"Principat"	"Ripollès"	"344133"	"relation"	"Campelles"	"ca:Campelles"	"Q12240"	"municipi"	"8"	"170372"	"17037000000"	
"Camprodon"	"Principat"	"Ripollès"	"344135"	"relation"	"Camprodon"	"ca:Camprodon"	"Q6944"	"municipi"	"8"	"170391"	"17039000000"	
"Gombrèn"	"Principat"	"Ripollès"	"340342"	"relation"	"Gombrèn"	"ca:Gombrèn"	"Q12251"	"municipi"	"8"	"170806"	"17080000000"	
"les Llosses"	"Principat"	"Ripollès"	"345037"	"relation"	"les Llosses"	"ca:Les Llosses"	"Q12275"	"municipi"	"8"	"170963"	"17096000000"	
"Llanars"	"Principat"	"Ripollès"	"345036"	"relation"	"Llanars"	"ca:Llanars"	"Q12267"	"municipi"	"8"	"170911"	"17091000000"	
"Molló"	"Principat"	"Ripollès"	"341146"	"relation"	"Molló"	"ca:Molló"	"Q12281"	"municipi"	"8"	"171077"	"17107000000"	
"Ogassa"	"Principat"	"Ripollès"	"345517"	"relation"	"Ogassa"	"ca:Ogassa"	"Q12285"	"municipi"	"8"	"171122"	"17112000000"	
"Pardines"	"Principat"	"Ripollès"	"340872"	"relation"	"Pardines"	"ca:Pardines"	"Q12294"	"municipi"	"8"	"171254"	"17125000000"	
"Planoles"	"Principat"	"Ripollès"	"345223"	"relation"	"Planoles"	"ca:Planoles"	"Q12318"	"municipi"	"8"	"171349"	"17134000000"	
"Queralbs"	"Principat"	"Ripollès"	"347515"	"relation"	"Queralbs"	"ca:Queralbs"	"Q12327"	"municipi"	"8"	"170433"	"17043000000"	
"Ribes de Freser"	"Principat"	"Ripollès"	"340542"	"relation"	"Ribes de Freser"	"ca:Ribes de Freser"	"Q12330"	"municipi"	"8"	"171450"	"17145000000"	
"Ripoll"	"Principat"	"Ripollès"	"340544"	"relation"	"Ripoll"	"ca:Ripoll"	"Q12335"	"municipi"	"8"	"171479"	"17147000000"	
"Sant Joan de les Abadesses"	"Principat"	"Ripollès"	"340204"	"relation"	"Sant Joan de les Abadesses"	"ca:Sant Joan de les Abadesses"	"Q12339"	"municipi"	"8"	"171674"	"17167000000"	
"Sant Pau de Segúries"	"Principat"	"Ripollès"	"344628"	"relation"	"Sant Pau de Segúries"	"ca:Sant Pau de Segúries"	"Q12343"	"municipi"	"8"	"171772"	"17177000000"	
"Setcases"	"Principat"	"Ripollès"	"346729"	"relation"	"Setcases"	"ca:Setcases"	"Q12348"	"municipi"	"8"	"171925"	"17192000000"	
"Toses"	"Principat"	"Ripollès"	"343309"	"relation"	"Toses"	"ca:Toses"	"Q12352"	"municipi"	"8"	"172018"	"17201000000"	
"Vallfogona de Ripollès"	"Principat"	"Ripollès"	"344631"	"relation"	"Vallfogona de Ripollès"	"ca:Vallfogona de Ripollès"	"Q12356"	"municipi"	"8"	"171707"	"17170000000"	
"Vilallonga de Ter"	"Principat"	"Ripollès"	"342987"	"relation"	"Vilallonga de Ter"	"ca:Vilallonga de Ter"	"Q12361"	"municipi"	"8"	"172240"	"17224000000"	
"Biosca"	"Principat"	"Segarra"	"344258"	"relation"	"Biosca"	"ca:Biosca"	"Q1901345"	"municipi"	"8"	"250557"	"25055000000"	
"Cervera"	"Principat"	"Segarra"	"343956"	"relation"	"Cervera"	"ca:Cervera"	"Q847011"	"municipi"	"8"	"250729"	"25072000000"	
"els Plans de Sió"	"Principat"	"Segarra"	"345923"	"relation"	"els Plans de Sió"	"ca:Els Plans de Sió"	"Q1900803"	"municipi"	"8"	"259118"	"25911000000"	
"Estaràs"	"Principat"	"Segarra"	"346867"	"relation"	"Estaràs"	"ca:Estaràs"	"Q1905552"	"municipi"	"8"	"250851"	"25085000000"	
"Granyanella"	"Principat"	"Segarra"	"346075"	"relation"	"Granyanella"	"ca:Granyanella"	"Q1905584"	"municipi"	"8"	"251039"	"25103000000"	
"Granyena de Segarra"	"Principat"	"Segarra"	"346072"	"relation"	"Granyena de Segarra"	"ca:Granyena de Segarra"	"Q1901194"	"municipi"	"8"	"251044"	"25104000000"	
"Guissona"	"Principat"	"Segarra"	"341814"	"relation"	"Guissona"	"ca:Guissona"	"Q984645"	"municipi"	"8"	"251109"	"25110000000"	
"Ivorra"	"Principat"	"Segarra"	"341806"	"relation"	"Ivorra"	"ca:Ivorra"	"Q943793"	"municipi"	"8"	"251142"	"25114000000"	
"les Oluges"	"Principat"	"Segarra"	"342491"	"relation"	"les Oluges"	"ca:Les Oluges"	"Q1917585"	"municipi"	"8"	"251522"	"25152000000"	
"Massoteres"	"Principat"	"Segarra"	"342140"	"relation"	"Massoteres"	"ca:Massoteres"	"Q508950"	"municipi"	"8"	"251327"	"25132000000"	
"Montoliu de Segarra"	"Principat"	"Segarra"	"346680"	"relation"	"Montoliu de Segarra"	"ca:Montoliu de Segarra"	"Q1902115"	"municipi"	"8"	"251410"	"25141000000"	
"Montornès de Segarra"	"Principat"	"Segarra"	"346682"	"relation"	"Montornès de Segarra"	"ca:Montornès de Segarra"	"Q1905672"	"municipi"	"8"	"251431"	"25143000000"	
"Ribera d'Ondara"	"Principat"	"Segarra"	"341308"	"relation"	"Ribera d'Ondara"	"ca:Ribera d'Ondara"	"Q1916289"	"municipi"	"8"	"259059"	"25905000000"	
"Sanaüja"	"Principat"	"Segarra"	"340562"	"relation"	"Sanaüja"	"ca:Sanaüja"	"Q1900701"	"municipi"	"8"	"251919"	"25191000000"	
"Sant Guim de Freixenet"	"Principat"	"Segarra"	"340553"	"relation"	"Sant Guim de Freixenet"	"ca:Sant Guim de Freixenet"	"Q1766650"	"municipi"	"8"	"251924"	"25192000000"	
"Sant Guim de la Plana"	"Principat"	"Segarra"	"340550"	"relation"	"Sant Guim de la Plana"	"ca:Sant Guim de la Plana"	"Q967526"	"municipi"	"8"	"251977"	"25197000000"	
"Sant Ramon"	"Principat"	"Segarra"	"340551"	"relation"	"Sant Ramon"	"ca:Sant Ramon"	"Q1917568"	"municipi"	"8"	"251945"	"25194000000"	
"Talavera"	"Principat"	"Segarra"	"342728"	"relation"	"Talavera"	"ca:Talavera"	"Q1020541"	"municipi"	"8"	"252167"	"25216000000"	
"Tarroja de Segarra"	"Principat"	"Segarra"	"342732"	"relation"	"Tarroja de Segarra"	"ca:Tarroja de Segarra"	"Q1901397"	"municipi"	"8"	"252192"	"25219000000"	
"Torà"	"Principat"	"Segarra"	"347643"	"relation"	"Torà"	"ca:Torà"	"Q1766628"	"municipi"	"8"	"252234"	"25223000000"	
"Torrefeta i Florejacs"	"Principat"	"Segarra"	"341310"	"relation"	"Torrefeta i Florejacs"	"ca:Torrefeta i Florejacs"	"Q1765399"	"municipi"	"8"	"259078"	"25907000000"	
"Aitona"	"Principat"	"Segrià"	"343316"	"relation"	"Aitona"	"ca:Aitona"	"Q1646588"	"municipi"	"8"	"250387"	"25038000000"	
"Albatàrrec"	"Principat"	"Segrià"	"348144"	"relation"	"Albatàrrec"	"ca:Albatàrrec"	"Q1646558"	"municipi"	"8"	"250077"	"25007000000"	
"Alcanó"	"Principat"	"Segrià"	"343633"	"relation"	"Alcanó"	"ca:Alcanó"	"Q966636"	"municipi"	"8"	"250100"	"25010000000"	
"Alcarràs"	"Principat"	"Segrià"	"343632"	"relation"	"Alcarràs"	"ca:Alcarràs"	"Q1772290"	"municipi"	"8"	"250117"	"25011000000"	
"Alcoletge"	"Principat"	"Segrià"	"343631"	"relation"	"Alcoletge"	"ca:Alcoletge"	"Q1772295"	"municipi"	"8"	"250122"	"25012000000"	
"Alfarràs"	"Principat"	"Segrià"	"343630"	"relation"	"Alfarràs"	"ca:Alfarràs"	"Q1646865"	"municipi"	"8"	"250138"	"25013000000"	
"Alfés"	"Principat"	"Segrià"	"343637"	"relation"	"Alfés"	"ca:Alfés"	"Q1772312"	"municipi"	"8"	"250143"	"25014000000"	
"Alguaire"	"Principat"	"Segrià"	"343635"	"relation"	"Alguaire"	"ca:Alguaire"	"Q1133160"	"municipi"	"8"	"250169"	"25016000000"	
"Almacelles"	"Principat"	"Segrià"	"343629"	"relation"	"Almacelles"	"ca:Almacelles"	"Q1626921"	"municipi"	"8"	"250194"	"25019000000"	
"Almatret"	"Principat"	"Segrià"	"347866"	"relation"	"Almatret"	"ca:Almatret"	"Q927856"	"municipi"	"8"	"250208"	"25020000000"	
"Almenar"	"Principat"	"Segrià"	"347867"	"relation"	"Almenar"	"ca:Almenar"	"Q1646570"	"municipi"	"8"	"250215"	"25021000000"	
"Alpicat"	"Principat"	"Segrià"	"347865"	"relation"	"Alpicat"	"ca:Alpicat"	"Q1770847"	"municipi"	"8"	"250236"	"25023000000"	
"Artesa de Lleida"	"Principat"	"Segrià"	"343323"	"relation"	"Artesa de Lleida"	"ca:Artesa de Lleida"	"Q1648857"	"municipi"	"8"	"250334"	"25033000000"	
"Aspa"	"Principat"	"Segrià"	"343320"	"relation"	"Aspa"	"ca:Aspa"	"Q1770861"	"municipi"	"8"	"250365"	"25036000000"	
"Benavent de Segrià"	"Principat"	"Segrià"	"344259"	"relation"	"Benavent de Segrià"	"ca:Benavent de Segrià"	"Q1769713"	"municipi"	"8"	"250539"	"25053000000"	
"Corbins"	"Principat"	"Segrià"	"343962"	"relation"	"Corbins"	"ca:Corbins"	"Q1646595"	"municipi"	"8"	"250788"	"25078000000"	
"els Alamús"	"Principat"	"Segrià"	"348141"	"relation"	"els Alamús"	"ca:Els Alamús"	"Q1902061"	"municipi"	"8"	"250045"	"25004000000"	
"Gimenells i el Pla de la Font"	"Principat"	"Segrià"	"345920"	"relation"	"Gimenells i el Pla de la Font"	"ca:Gimenells i el Pla de la Font"	"Q522934"	"municipi"	"8"	"259123"	"25912000000"	
"la Granja d'Escarp"	"Principat"	"Segrià"	"346076"	"relation"	"la Granja d'Escarp"	"ca:La Granja d'Escarp"	"Q585795"	"municipi"	"8"	"251023"	"25102000000"	
"la Portella"	"Principat"	"Segrià"	"342836"	"relation"	"la Portella"	"ca:La Portella"	"Q1902101"	"municipi"	"8"	"251749"	"25174000000"	
"Llardecans"	"Principat"	"Segrià"	"346348"	"relation"	"Llardecans"	"ca:Llardecans"	"Q1769607"	"municipi"	"8"	"251253"	"25125000000"	
"Lleida"	"Principat"	"Segrià"	"346345"	"relation"	"Lleida"	"ca:Lleida"	"Q15090"	"municipi"	"8"	"251207"	"25120000000"	
"Maials"	"Principat"	"Segrià"	"342141"	"relation"	"Maials"	"ca:Maials"	"Q1637381"	"municipi"	"8"	"251333"	"25133000000"	
"Massalcoreig"	"Principat"	"Segrià"	"342139"	"relation"	"Massalcoreig"	"ca:Massalcoreig"	"Q1900753"	"municipi"	"8"	"251312"	"25131000000"	
"Montoliu de Lleida"	"Principat"	"Segrià"	"346683"	"relation"	"Montoliu de Lleida"	"ca:Montoliu de Lleida"	"Q1901381"	"municipi"	"8"	"251425"	"25142000000"	
"Puigverd de Lleida"	"Principat"	"Segrià"	"344947"	"relation"	"Puigverd de Lleida"	"ca:Puigverd de Lleida"	"Q1646560"	"municipi"	"8"	"251826"	"25182000000"	
"Rosselló"	"Principat"	"Segrià"	"344948"	"relation"	"Rosselló"	"ca:Rosselló (Segrià)"	"Q1767001"	"municipi"	"8"	"251898"	"25189000000"	
"Sarroca de Lleida"	"Principat"	"Segrià"	"347354"	"relation"	"Sarroca de Lleida"	"ca:Sarroca de Lleida"	"Q1901336"	"municipi"	"8"	"252000"	"25200000000"	
"Seròs"	"Principat"	"Segrià"	"347350"	"relation"	"Seròs"	"ca:Seròs"	"Q599367"	"municipi"	"8"	"252043"	"25204000000"	
"Soses"	"Principat"	"Segrià"	"342730"	"relation"	"Soses"	"ca:Soses"	"Q1766622"	"municipi"	"8"	"252108"	"25210000000"	
"Sudanell"	"Principat"	"Segrià"	"342729"	"relation"	"Sudanell"	"ca:Sudanell"	"Q1766645"	"municipi"	"8"	"252115"	"25211000000"	
"Sunyer"	"Principat"	"Segrià"	"342731"	"relation"	"Sunyer"	"ca:Sunyer (municipi)"	"Q1917529"	"municipi"	"8"	"252120"	"25212000000"	
"Torre-serona"	"Principat"	"Segrià"	"343010"	"relation"	"Torre-serona"	"ca:Torre-serona"	"Q577261"	"municipi"	"8"	"252332"	"25233000000"	
"Torrebesses"	"Principat"	"Segrià"	"347638"	"relation"	"Torrebesses"	"ca:Torrebesses"	"Q1766657"	"municipi"	"8"	"252265"	"25226000000"	
"Torrefarrera"	"Principat"	"Segrià"	"347635"	"relation"	"Torrefarrera"	"ca:Torrefarrera"	"Q987375"	"municipi"	"8"	"252287"	"25228000000"	
"Torres de Segre"	"Principat"	"Segrià"	"343011"	"relation"	"Torres de Segre"	"ca:Torres de Segre"	"Q599382"	"municipi"	"8"	"252326"	"25232000000"	
"Vilanova de la Barca"	"Principat"	"Segrià"	"343352"	"relation"	"Vilanova de la Barca"	"ca:Vilanova de la Barca"	"Q1646584"	"municipi"	"8"	"252542"	"25254000000"	
"Vilanova de Segrià"	"Principat"	"Segrià"	"343347"	"relation"	"Vilanova de Segrià"	"ca:Vilanova de Segrià"	"Q614685"	"municipi"	"8"	"252516"	"25251000000"	
"Amer"	"Principat"	"Selva"	"348058"	"relation"	"Amer"	"ca:Amer"	"Q13022"	"municipi"	"8"	"170078"	"17007000000"	
"Anglès"	"Principat"	"Selva"	"348051"	"relation"	"Anglès"	"ca:Anglès (la Selva)"	"Q13027"	"municipi"	"8"	"170084"	"17008000000"	
"Arbúcies"	"Principat"	"Selva"	"348050"	"relation"	"Arbúcies"	"ca:Arbúcies"	"Q13010"	"municipi"	"8"	"170097"	"17009000000"	
"Blanes"	"Principat"	"Selva"	"348890"	"relation"	"Blanes"	"ca:Blanes"	"Q12991"	"municipi"	"8"	"170237"	"17023000000"	
"Breda"	"Principat"	"Selva"	"348886"	"relation"	"Breda"	"ca:Breda"	"Q13638"	"municipi"	"8"	"170274"	"17027000000"	
"Brunyola i Sant Martí Sapresa"	"Principat"	"Selva"	"348895"	"relation"	"Brunyola i Sant Martí Sapresa"	"ca:Brunyola i Sant Martí Sapresa"	"Q13056"	"municipi"	"8"	"170280"	"17028000000"	
"Caldes de Malavella"	"Principat"	"Selva"	"344129"	"relation"	"Caldes de Malavella"	"ca:Caldes de Malavella"	"Q13064"	"municipi"	"8"	"170335"	"17033000000"	
"Fogars de la Selva"	"Principat"	"Selva"	"342071"	"relation"	"Fogars de la Selva"	"ca:Fogars de la Selva"	"Q13083"	"municipi"	"8"	"080826"	"08082000000"	
"Hostalric"	"Principat"	"Selva"	"340343"	"relation"	"Hostalric"	"ca:Hostalric"	"Q13643"	"municipi"	"8"	"170834"	"17083000000"	
"la Cellera de Ter"	"Principat"	"Selva"	"342518"	"relation"	"la Cellera de Ter"	"ca:La Cellera de Ter"	"Q13641"	"municipi"	"8"	"171899"	"17189000000"	
"Lloret de Mar"	"Principat"	"Selva"	"345039"	"relation"	"Lloret de Mar"	"ca:Lloret de Mar"	"Q12977"	"municipi"	"8"	"170950"	"17095000000"	
"Maçanes"	"Principat"	"Selva"	"341141"	"relation"	"Massanes"	"ca:Maçanes"	"Q13637"	"municipi"	"8"	"171019"	"17101000000"	
"Maçanet de la Selva"	"Principat"	"Selva"	"340390"	"relation"	"Maçanet de la Selva"	"ca:Maçanet de la Selva"	"Q13634"	"municipi"	"8"	"171030"	"17103000000"	
"Osor"	"Principat"	"Selva"	"345514"	"relation"	"Osor"	"ca:Osor"	"Q13016"	"municipi"	"8"	"171169"	"17116000000"	
"Riells i Viabrea"	"Principat"	"Selva"	"340543"	"relation"	"Riells i Viabrea"	"ca:Riells i Viabrea"	"Q13073"	"municipi"	"8"	"171463"	"17146000000"	
"Riudarenes"	"Principat"	"Selva"	"340539"	"relation"	"Riudarenes"	"ca:Riudarenes"	"Q13078"	"municipi"	"8"	"171485"	"17148000000"	
"Riudellots de la Selva"	"Principat"	"Selva"	"344932"	"relation"	"Riudellots de la Selva"	"ca:Riudellots de la Selva"	"Q13635"	"municipi"	"8"	"171501"	"17150000000"	
"Sant Feliu de Buixalleu"	"Principat"	"Selva"	"344940"	"relation"	"Sant Feliu de Buixalleu"	"ca:Sant Feliu de Buixalleu"	"Q13633"	"municipi"	"8"	"171595"	"17159000000"	
"Sant Hilari Sacalm"	"Principat"	"Selva"	"340206"	"relation"	"Sant Hilari Sacalm"	"ca:Sant Hilari Sacalm"	"Q13639"	"municipi"	"8"	"171642"	"17164000000"	
"Sant Julià del Llor i Bonmatí"	"Principat"	"Selva"	"341397"	"relation"	"Sant Julià del Llor i Bonmatí"	"ca:Sant Julià del Llor i Bonmatí"	"Q13640"	"municipi"	"8"	"179032"	"17903000000"	
"Santa Coloma de Farners"	"Principat"	"Selva"	"342519"	"relation"	"Santa Coloma de Farners"	"ca:Santa Coloma de Farners"	"Q13032"	"municipi"	"8"	"171805"	"17180000000"	
"Sils"	"Principat"	"Selva"	"346728"	"relation"	"Sils"	"ca:Sils"	"Q13050"	"municipi"	"8"	"171931"	"17193000000"	
"Susqueda"	"Principat"	"Selva"	"346727"	"relation"	"Susqueda"	"ca:Susqueda"	"Q13642"	"municipi"	"8"	"171946"	"17194000000"	
"Tossa de Mar"	"Principat"	"Selva"	"343308"	"relation"	"Tossa de Mar"	"ca:Tossa de Mar"	"Q13006"	"municipi"	"8"	"172023"	"17202000000"	
"Vidreres"	"Principat"	"Selva"	"347896"	"relation"	"Vidreres"	"ca:Vidreres"	"Q13715"	"municipi"	"8"	"172137"	"17213000000"	
"Vilobí d'Onyar"	"Principat"	"Selva"	"347610"	"relation"	"Vilobí d'Onyar"	"ca:Vilobí d'Onyar"	"Q13718"	"municipi"	"8"	"172333"	"17233000000"	
"Castellar de la Ribera"	"Principat"	"Solsonès"	"339501"	"relation"	"Castellar de la Ribera"	"ca:Castellar de la Ribera"	"Q1901187"	"municipi"	"8"	"250642"	"25064000000"	
"Clariana de Cardener"	"Principat"	"Solsonès"	"343957"	"relation"	"Clariana de Cardener"	"ca:Clariana de Cardener"	"Q539389"	"municipi"	"8"	"250753"	"25075000000"	
