"name:ca"	"regio"	"comarca"	"municipi"	"osm_type"	"osm_id"	"name"	"wikidata"	"wikipedia"	"place"	"capital"	"admin_level"	"ref:idescat"	"ref:ine"	"ref:INSEE"
"Rellinars"	"Principat"	"Vallès Occidental"	"Rellinars"	"node"	"560098231"	"Rellinars"	"Q13932"	"ca:Rellinars"	"village"	"8"		"0817990002201"	"08179000201"	
"Ripollet"	"Principat"	"Vallès Occidental"	"Ripollet"	"node"	"3538816683"	"Ripollet"	"Q13933"	"ca:Ripollet"	"town"	"8"		"0818030001701"	"08180000101"	
"Rubí"	"Principat"	"Vallès Occidental"	"Rubí"	"node"	"3248338760"	"Rubí"	"Q13934"	"ca:Rubí"	"town"	"8"		"0818460001701"	"08184000101"	
"Sabadell"	"Principat"	"Vallès Occidental"	"Sabadell"	"node"	"252566396"	"Sabadell"	"Q12258"	"ca:Sabadell"	"city"	"7"		"0818780003801"	"08187000301"	
"Sant Cugat del Vallès"	"Principat"	"Vallès Occidental"	"Sant Cugat del Vallès"	"node"	"1470838828"	"Sant Cugat del Vallès"	"Q13936"	"ca:Sant Cugat del Vallès"	"town"	"8"		"0820550003801"	"08205000301"	
"Sant Llorenç Savall"	"Principat"	"Vallès Occidental"	"Sant Llorenç Savall"	"node"	"540818296"	"Sant Llorenç Savall"	"Q13937"	"ca:Sant Llorenç Savall"	"village"	"8"		"0822330001701"	"08223000101"	
"Sant Quirze del Vallès"	"Principat"	"Vallès Occidental"	"Sant Quirze del Vallès"	"node"	"1470838966"	"Sant Quirze del Vallès"	"Q13935"	"ca:Sant Quirze del Vallès"	"town"	"8"		"0823840004301"	"08238000401"	
"Santa Perpètua de Mogoda"	"Principat"	"Vallès Occidental"	"Santa Perpètua de Mogoda"	"node"	"1470839326"	"Santa Perpètua de Mogoda"	"Q13941"	"ca:Santa Perpètua de Mogoda"	"town"	"8"		"0826060003801"	"08260000301"	
"Sentmenat"	"Principat"	"Vallès Occidental"	"Sentmenat"	"node"	"566398817"	"Sentmenat"	"Q13943"	"ca:Sentmenat"	"village"	"8"		"0826710001701"	"08267000101"	
"Terrassa"	"Principat"	"Vallès Occidental"	"Terrassa"	"node"	"288139569"	"Terrassa"	"Q13939"	"ca:Terrassa"	"city"	"7"		"0827980004305"	"08279000405"	
"Ullastrell"	"Principat"	"Vallès Occidental"	"Ullastrell"	"node"	"610922367"	"Ullastrell"	"Q13944"	"ca:Ullastrell"	"village"	"8"		"0829000001701"	"08290000101"	
"Vacarisses"	"Principat"	"Vallès Occidental"	"Vacarisses"	"node"	"4200435890"	"Vacarisses"	"Q13945"	"ca:Vacarisses"	"village"	"8"		"0829170001701"	"08291000101"	
"Viladecavalls"	"Principat"	"Vallès Occidental"	"Viladecavalls"	"node"	"574731933"	"Viladecavalls"	"Q13946"	"ca:Viladecavalls"	"village"	"8"		"0830080001701"	"08300000101"	
"Aiguafreda"	"Principat"	"Vallès Oriental"	"Aiguafreda"	"node"	"390912135"	"Aiguafreda"	"Q15389"	"ca:Aiguafreda"	"village"	"8"		"0801420001701"	"08014000101"	
"Bigues"	"Principat"	"Vallès Oriental"	"Bigues i Riells del Fai"	"node"	"393167496"	"Bigues"	"Q11909341"	"ca:Bigues (poble del Vallès)"	"village"	"8"		"0802350004301"	"08023000401"	
"Caldes de Montbui"	"Principat"	"Vallès Oriental"	"Caldes de Montbui"	"node"	"1470838164"	"Caldes de Montbui"	"Q15400"	"ca:Caldes de Montbui"	"town"	"8"		"0803330001701"	"08033000101"	
"Campins"	"Principat"	"Vallès Oriental"	"Campins"	"node"	"1324423305"	"Campins"	"Q24010668"		"village"	"8"		"0803990001701"	"08039000101"	
"Barriada Nova"	"Principat"	"Vallès Oriental"	"Canovelles"	"node"	"4447378191"	"Barriada Nova"	"Q5962158"		"neighbourhood"	"8"		"0804100002201"	"08041000201"	
"Cànoves"	"Principat"	"Vallès Oriental"	"Cànoves i Samalús"	"node"	"288154878"	"Cànoves"	"Q17592785"		"village"	"8"		"0804250001701"	"08042000101"	
"Cardedeu"	"Principat"	"Vallès Oriental"	"Cardedeu"	"node"	"1470838185"	"Cardedeu"	"Q15406"	"ca:Cardedeu"	"town"	"8"		"0804620001701"	"08046000101"	
"el Figueró"	"Principat"	"Vallès Oriental"	"el Figueró i Montmany"	"node"	"410459744"	"el Figaró"	"Q24001636"	"ca:El Figueró i Montmany"	"village"	"8"		"0813470001701"	"08134000101"	
"Mosqueroles"	"Principat"	"Vallès Oriental"	"Fogars de Montclús"	"node"	"1460478921"	"Mosqueroles"	"Q110966784"		"village"	"8"		"0808110003801"	"08081000301"	
"Granollers"	"Principat"	"Vallès Oriental"	"Granollers"	"node"	"1470838306"	"Granollers"	"Q15420"	"ca:Granollers"	"town"	"7"		"0809610001701"	"08096000101"	
"Gualba"	"Principat"	"Vallès Oriental"	"Gualba"	"node"	"1324409901"	"Gualba"	"Q15421"	"ca:Gualba"	"village"	"8"		"0809770001701"	"08097000101"	
"l'Ametlla del Vallès"	"Principat"	"Vallès Oriental"	"l'Ametlla del Vallès"	"node"	"393906088"	"l'Ametlla del Vallès"	"Q15397"	"ca:L'Ametlla del Vallès"	"village"	"8"		"0800570001701"	"08005000101"	
"la Garriga"	"Principat"	"Vallès Oriental"	"la Garriga"	"node"	"1470838435"	"la Garriga"	"Q15415"	"ca:La Garriga"	"town"	"8"		"0808850001701"	"08088000101"	
"la Llagosta"	"Principat"	"Vallès Oriental"	"la Llagosta"	"node"	"1460478680"	"la Llagosta"	"Q15422"	"ca:La Llagosta"	"town"	"8"		"0810560001701"	"08105000101"	
"la Roca del Vallès"	"Principat"	"Vallès Oriental"	"la Roca del Vallès"	"node"	"1470838451"	"la Roca del Vallès"	"Q15439"	"ca:La Roca del Vallès"	"village"	"8"		"0818100001701"	"08181000101"	
"Corró d'Avall"	"Principat"	"Vallès Oriental"	"les Franqueses del Vallès"	"node"	"1460478683"	"Corró d'Avall"	"Q79957755"	"ca:Corró d'Avall"	"village"	"8"		"0808630002201"	"08086000201"	
"Lliçà d'Amunt"	"Principat"	"Vallès Oriental"	"Lliçà d'Amunt"	"node"	"395368558"	"Lliçà d'Amunt"	"Q15425"	"ca:Lliçà d'Amunt"	"village"	"8"		"0810750001701"	"08107000101"	
"Lliçà de Vall"	"Principat"	"Vallès Oriental"	"Lliçà de Vall"	"node"	"1460478693"	"Lliçà de Vall"	"Q15428"	"ca:Lliçà de Vall"	"village"	"8"		"0810810004301"	"08108000401"	
"Llinars del Vallès"	"Principat"	"Vallès Oriental"	"Llinars del Vallès"	"node"	"1470838473"	"Llinars del Vallès"	"Q15423"	"ca:Llinars del Vallès"	"village"	"8"		"0810690001701"	"08106000101"	
"Martorelles"	"Principat"	"Vallès Oriental"	"Martorelles"	"node"	"523051376"	"Martorelles"	"Q15429"	"ca:Martorelles"	"village"	"8"		"0811540001701"	"08115000101"	
"Mollet del Vallès"	"Principat"	"Vallès Oriental"	"Mollet del Vallès"	"node"	"1470838541"	"Mollet del Vallès"	"Q15430"	"ca:Mollet del Vallès"	"town"	"8"		"0812490001701"	"08124000101"	
"Montmeló"	"Principat"	"Vallès Oriental"	"Montmeló"	"node"	"523051379"	"Montmeló"	"Q15431"	"ca:Montmeló"	"village"	"8"		"0813500001701"	"08135000101"	
"Montornès del Vallès"	"Principat"	"Vallès Oriental"	"Montornès del Vallès"	"node"	"1470838556"	"Montornès del Vallès"	"Q15433"	"ca:Montornès del Vallès"	"town"	"8"		"0813630001701"	"08136000101"	
"Montseny"	"Principat"	"Vallès Oriental"	"Montseny"	"node"	"296902989"	"Montseny"	"Q15434"	"ca:Montseny"	"village"	"8"		"0813790001701"	"08137000101"	
"Parets del Vallès"	"Principat"	"Vallès Oriental"	"Parets del Vallès"	"node"	"395368559"	"Parets del Vallès"	"Q15437"	"ca:Parets del Vallès"	"town"	"8"		"0815930003804"	"08159000304"	
"Sant Antoni de Vilamajor"	"Principat"	"Vallès Oriental"	"Sant Antoni de Vilamajor"	"node"	"419620326"	"Sant Antoni de Vilamajor"	"Q15440"	"ca:Sant Antoni de Vilamajor"	"village"	"8"		"0819820007501"	"08198000701"	
"Sant Celoni"	"Principat"	"Vallès Oriental"	"Sant Celoni"	"node"	"7577933121"	"Sant Celoni"	"Q15441"	"ca:Sant Celoni"	"town"	"8"		"0820210006901"	"08202000601"	
"Sant Esteve de Palautordera"	"Principat"	"Vallès Oriental"	"Sant Esteve de Palautordera"	"node"	"2483488932"	"Sant Esteve de Palautordera"	"Q15442"	"ca:Sant Esteve de Palautordera"	"village"	"8"		"0820740001701"	"08207000101"	
"Sant Feliu de Codines"	"Principat"	"Vallès Oriental"	"Sant Feliu de Codines"	"node"	"1860456406"	"Sant Feliu de Codines"	"Q15444"	"ca:Sant Feliu de Codines"	"village"	"8"		"0821070001701"	"08210000101"	
"Sant Fost de Campsentelles"	"Principat"	"Vallès Oriental"	"Sant Fost de Campsentelles"	"node"	"523051369"	"Sant Fost de Campsentelles"	"Q15445"	"ca:Sant Fost de Campsentelles"	"village"	"8"		"0820930002201"	"08209000201"	
"Sant Pere de Vilamajor"	"Principat"	"Vallès Oriental"	"Sant Pere de Vilamajor"	"node"	"419620325"	"Sant Pere de Vilamajor"	"Q15450"	"ca:Sant Pere de Vilamajor"	"village"	"8"		"0823460006901"	"08234000601"	
"la Sagrera"	"Principat"	"Vallès Oriental"	"Santa Eulàlia de Ronçana"	"node"	"12703384555"	"la Sagrera"	"Q17616431"		"neighbourhood"	"8"		"0824820003801"	"08248000301"	
"Santa Maria de Martorelles"	"Principat"	"Vallès Oriental"	"Santa Maria de Martorelles"	"node"	"1460478438"	"Santa Maria de Martorelles"	"Q15455"	"ca:Santa Maria de Martorelles"	"village"	"8"		"0825670001702"	"08256000102"	
"Santa Maria de Palautordera"	"Principat"	"Vallès Oriental"	"Santa Maria de Palautordera"	"node"	"2483488927"	"Santa Maria de Palautordera"	"Q15456"	"ca:Santa Maria de Palautordera"	"village"	"8"		"0825920005601"	"08259000501"	
"Tagamanent"	"Principat"	"Vallès Oriental"	"Tagamanent"	"node"	"393934072"	"Tagamanent"	"Q24012019"		"village"	"8"		"0827630004399"	"08276000499"	
"Vallgorguina"	"Principat"	"Vallès Oriental"	"Vallgorguina"	"node"	"6322633300"	"Vallgorguina"	"Q15458"	"ca:Vallgorguina"	"village"	"8"		"0829430001701"	"08294000101"	
"Vallromanes"	"Principat"	"Vallès Oriental"	"Vallromanes"	"node"	"1460478032"	"Vallromanes"	"Q15460"	"ca:Vallromanes"	"village"	"8"		"0829690001701"	"08296000101"	
"Vilalba Sasserra"	"Principat"	"Vallès Oriental"	"Vilalba Sasserra"	"node"	"401296904"	"Vilalba Sasserra"	"Q15461"	"ca:Vilalba Sasserra"	"village"	"8"		"0830670001701"	"08306000101"	
"Vilanova del Vallès"	"Principat"	"Vallès Oriental"	"Vilanova del Vallès"	"node"	"523051409"	"Vilanova del Vallès"	"Q15463"	"ca:Vilanova del Vallès"	"village"	"8"		"0890240001708"	"08902000108"	
"València"	"PV"	"Comarca de València"	"València"	"node"	"34105607"	"València"	"Q8818"	"ca:València"	"city"	"4"			"46250001401"	
"Alcalà de Xivert"	"PV"	"el Baix Maestrat"	"Alcalà de Xivert"	"node"	"279632172"	"Alcalà de Xivert"	"Q1635204"	"ca:Alcalà de Xivert"	"village"	"8"			"12004000101"	
"Benicarló"	"PV"	"el Baix Maestrat"	"Benicarló"	"node"	"1470838097"	"Benicarló"	"Q817302"	"ca:Benicarló"	"town"	"8"			"12027000101"	
"Càlig"	"PV"	"el Baix Maestrat"	"Càlig"	"node"	"308272960"	"Càlig"	"Q1635720"	"ca:Càlig"	"village"	"8"			"12034000101"	
"Canet lo Roig"	"PV"	"el Baix Maestrat"	"Canet lo Roig"	"node"	"308297388"	"Canet lo Roig"	"Q1646978"	"ca:Canet lo Roig"	"village"	"8"			"12036000101"	
"Castell de Cabres"	"PV"	"el Baix Maestrat"	"Castell de Cabres"	"node"	"308301535"	"Castell de Cabres"	"Q1645962"	"ca:Castell de Cabres"	"village"	"8"			"12037000101"	
"Cervera del Maestrat"	"PV"	"el Baix Maestrat"	"Cervera del Maestrat"	"node"	"308274859"	"Cervera del Maestre"	"Q1646175"	"ca:Cervera del Maestrat"	"village"	"8"			"12044000101"	
"la Jana"	"PV"	"el Baix Maestrat"	"la Jana"	"node"	"308274856"	"la Jana"	"Q1768937"	"ca:La Jana"	"village"	"8"			"12070000101"	
"la Pobla de Benifassà"	"PV"	"el Baix Maestrat"	"la Pobla de Benifassà"	"node"	"308301542"	"la Pobla de Benifassà"	"Q744088"	"ca:La Pobla de Benifassà"	"village"	"8"			"12093000801"	
"la Salzadella"	"PV"	"el Baix Maestrat"	"la Salzadella"	"node"	"308275539"	"la Salzadella"	"Q1900762"	"ca:La Salzadella"	"village"	"8"			"12098000901"	
"Peníscola"	"PV"	"el Baix Maestrat"	"Peníscola"	"node"	"1470838658"	"Peníscola / Peñíscola"	"Q845424"	"ca:Peníscola"	"village"	"8"			"12089000101"	
"Rossell"	"PV"	"el Baix Maestrat"	"Rossell"	"node"	"308297387"	"Rossell"	"Q1645981"	"ca:Rossell"	"village"	"8"			"12096000301"	
"Sant Jordi"	"PV"	"el Baix Maestrat"	"Sant Jordi"	"node"	"308273922"	"Sant Jordi / San Jorge"	"Q2045712"	"ca:Sant Jordi (Baix Maestrat)"	"village"	"8"			"12099000101"	
"Sant Mateu"	"PV"	"el Baix Maestrat"	"Sant Mateu"	"node"	"243761841"	"Sant Mateu"	"Q984823"	"ca:Sant Mateu (Baix Maestrat)"	"village"	"8"			"12100000101"	
"Sant Rafel del Riu"	"PV"	"el Baix Maestrat"	"Sant Rafel del Riu"	"node"	"245977963"	"Sant Rafel del Riu"	"Q613582"	"ca:Sant Rafel del Riu"	"village"	"8"			"12101000101"	
"Santa Magdalena de Polpís"	"PV"	"el Baix Maestrat"	"Santa Magdalena de Polpís"	"node"	"279633169"	"Santa Magdalena de Pulpis"	"Q1765443"	"ca:Santa Magdalena de Polpís"	"village"	"8"			"12102000201"	
"Traiguera"	"PV"	"el Baix Maestrat"	"Traiguera"	"node"	"308273929"	"Traiguera"	"Q1645728"	"ca:Traiguera"	"village"	"8"			"12121000501"	
"Vinaròs"	"PV"	"el Baix Maestrat"	"Vinaròs"	"node"	"2424543834"	"Vinaròs"	"Q917888"	"ca:Vinaròs"	"town"	"7"			"12138000101"	
"Xert"	"PV"	"el Baix Maestrat"	"Xert"	"node"	"308275536"	"Xert"	"Q1983359"	"ca:Xert"	"village"	"8"			"12052000201"	
"Guardamar del Segura"	"PV"	"el Baix Segura"	"Guardamar del Segura"	"node"	"1470838311"	"Guardamar del Segura"	"Q927965"	"es:Guardamar del Segura"	"town"	"8"			"03076000103"	
"Crevillent"	"PV"	"el Baix Vinalopó"	"Crevillent"	"node"	"1470838238"	"Crevillent"	"Q1616611"	"ca:Crevillent"	"town"	"8"			"03059000202"	
"Elx"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"203701688"	"Elx / Elche"	"Q10509"	"ca:Elx"	"city"	"7"			"03065001101"	
"Santa Pola"	"PV"	"el Baix Vinalopó"	"Santa Pola"	"node"	"246647564"	"Santa Pola"	"Q257707"	"ca:Santa Pola"	"town"	"8"			"03121000106"	
"Albalat dels Tarongers"	"PV"	"el Camp de Morvedre"	"Albalat dels Tarongers"	"node"	"262290597"	"Albalat dels Tarongers"	"Q428020"	"ca:Albalat dels Tarongers"	"village"	"8"			"46010000101"	
"Alfara de la Baronia"	"PV"	"el Camp de Morvedre"	"Alfara de la Baronia"	"node"	"277546478"	"Alfara de la Baronia"	"Q1918014"	"ca:Alfara de la Baronia"	"village"	"8"			"46024000101"	
"Algar de Palància"	"PV"	"el Camp de Morvedre"	"Algar de Palància"	"node"	"277546292"	"Algar de Palància"	"Q367868"	"ca:Algar de Palància"	"village"	"8"			"46028000101"	
"Algímia d'Alfara"	"PV"	"el Camp de Morvedre"	"Algímia d'Alfara"	"node"	"277547060"	"Algímia d'Alfara"	"Q1919278"	"ca:Algímia d'Alfara"	"village"	"8"			"46030000101"	
"Benavites"	"PV"	"el Camp de Morvedre"	"Benavites"	"node"	"306530693"	"Benavites"	"Q1917827"	"ca:Benavites"	"village"	"8"			"46052000101"	
"Benifairó de les Valls"	"PV"	"el Camp de Morvedre"	"Benifairó de les Valls"	"node"	"306530690"	"Benifairó de les Valls"	"Q1769975"	"ca:Benifairó de les Valls"	"village"	"8"			"46058000101"	
"Canet d'en Berenguer"	"PV"	"el Camp de Morvedre"	"Canet d'en Berenguer"	"node"	"306530694"	"Canet d'en Berenguer"	"Q1904015"	"ca:Canet d'en Berenguer"	"village"	"8"			"46082000101"	
"Estivella"	"PV"	"el Camp de Morvedre"	"Estivella"	"node"	"306530370"	"Estivella"	"Q1989401"	"ca:Estivella"	"village"	"8"			"46120000104"	
"Faura"	"PV"	"el Camp de Morvedre"	"Faura"	"node"	"306530691"	"Faura"	"Q762373"	"ca:Faura"	"village"	"8"			"46122000101"	
"Gilet"	"PV"	"el Camp de Morvedre"	"Gilet"	"node"	"306530369"	"Gilet"	"Q55839"	"ca:Gilet"	"village"	"8"			"46134000101"	
"Petrés"	"PV"	"el Camp de Morvedre"	"Petrés"	"node"	"306530372"	"Petrés"	"Q2041882"	"ca:Petrés"	"village"	"8"			"46192000101"	
"Quart de les Valls"	"PV"	"el Camp de Morvedre"	"Quart de les Valls"	"node"	"306530689"	"Quart de les Valls"	"Q1992994"	"ca:Quart de les Valls"	"village"	"8"			"46101000101"	
"Quartell"	"PV"	"el Camp de Morvedre"	"Quartell"	"node"	"306530692"	"Quartell"	"Q1993450"	"ca:Quartell"	"village"	"8"			"46103000101"	
"Sagunt"	"PV"	"el Camp de Morvedre"	"Sagunt"	"node"	"1470838818"	"Sagunt / Sagunto"	"Q47483"	"ca:Sagunt"	"town"	"7"			"46220000603"	
"Segart"	"PV"	"el Camp de Morvedre"	"Segart"	"node"	"306530368"	"Segart"	"Q1993389"	"ca:Segart"	"village"	"8"			"46224000104"	
"Torres Torres"	"PV"	"el Camp de Morvedre"	"Torres Torres"	"node"	"306530371"	"Torres Torres"	"Q1812748"	"ca:Torres Torres"	"village"	"8"			"46245000107"	
"Benaguasil"	"PV"	"el Camp de Túria"	"Benaguasil"	"node"	"1470838090"	"Benaguasil"	"Q1989365"	"ca:Benaguasil"	"town"	"8"			"46051000101"	
"Benissanó"	"PV"	"el Camp de Túria"	"Benissanó"	"node"	"307530525"	"Benissanó"	"Q1772298"	"ca:Benissanó"	"village"	"8"			"46067000101"	
"Bétera"	"PV"	"el Camp de Túria"	"Bétera"	"node"	"1470838143"	"Bétera"	"Q986084"	"ca:Bétera"	"town"	"8"			"46070000201"	
"Casinos"	"PV"	"el Camp de Túria"	"Casinos"	"node"	"6422911491"	"Casinos"	"Q1770480"	"es:Casinos (Valencia)"	"village"	"8"			"46089000101"	
"l'Eliana"	"PV"	"el Camp de Túria"	"l'Eliana"	"node"	"1470838428"	"l'Eliana"	"Q1998520"	"ca:L'Eliana"	"town"	"8"			"46116000101"	
"la Pobla de Vallbona"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"1470838785"	"la Pobla de Vallbona"	"Q1982982"	"ca:La Pobla de Vallbona"	"town"	"8"			"46202000101"	
"Llíria"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"1470838472"	"Llíria"	"Q23067"	"ca:Llíria"	"town"	"7"			"46147000109"	
"Nàquera"	"PV"	"el Camp de Túria"	"Nàquera"	"node"	"307526202"	"Nàquera / Náquera"	"Q1810161"	"ca:Nàquera"	"village"	"8"			"46178000101"	
"Olocau"	"PV"	"el Camp de Túria"	"Olocau"	"node"	"1470838618"	"Olocau"	"Q122208"	"ca:Olocau"	"village"	"8"			"46182000101"	
"Riba-roja de Túria"	"PV"	"el Camp de Túria"	"Riba-roja de Túria"	"node"	"1470838804"	"Riba-roja de Túria"	"Q23701"	"ca:Riba-roja de Túria"	"town"	"8"			"46214000201"	
"Serra"	"PV"	"el Camp de Túria"	"Serra"	"node"	"306530367"	"Serra"	"Q55822"	"ca:Serra (Camp de Túria)"	"village"	"8"			"46228000203"	
"Vilamarxant"	"PV"	"el Camp de Túria"	"Vilamarxant"	"node"	"746261094"	"Vilamarxant"	"Q987433"	"ca:Vilamarxant"	"town"	"8"			"46256000101"	
"Agres"	"PV"	"el Comtat"	"Agres"	"node"	"1440347901"	"Agres"	"Q1753479"	"ca:Agres"	"village"	"8"			"03003000101"	
"Alcoleja"	"PV"	"el Comtat"	"Alcoleja"	"node"	"1440347908"	"Alcoleja"	"Q619123"	"ca:Alcoleja"	"village"	"8"			"03008000101"	
"Alcosser"	"PV"	"el Comtat"	"Alcosser"	"node"	"1440347907"	"Alcosser"	"Q619130"	"ca:Alcosser"	"village"	"8"			"03007000101"	
"Alfafara"	"PV"	"el Comtat"	"Alfafara"	"node"	"1440347909"	"Alfafara"	"Q619122"	"ca:Alfafara"	"village"	"8"			"03010000101"	
"Almudaina"	"PV"	"el Comtat"	"Almudaina"	"node"	"1440347911"	"Almudaina"	"Q1770937"	"ca:Almudaina"	"village"	"8"			"03016000101"	
"Balones"	"PV"	"el Comtat"	"Balones"	"node"	"1440347914"	"Balones"	"Q1770144"	"ca:Balones"	"village"	"8"			"03020000101"	
"Benasau"	"PV"	"el Comtat"	"Benasau"	"node"	"1440347920"	"Benasau"	"Q1770136"	"ca:Benasau"	"village"	"8"			"03022000202"	
"Beniarrés"	"PV"	"el Comtat"	"Beniarrés"	"node"	"1440347922"	"Beniarrés"	"Q621839"	"ca:Beniarrés"	"village"	"8"			"03028000101"	
"Benilloba"	"PV"	"el Comtat"	"Benilloba"	"node"	"1440347927"	"Benilloba"	"Q1770091"	"ca:Benilloba"	"village"	"8"			"03035000101"	
"Benillup"	"PV"	"el Comtat"	"Benillup"	"node"	"1440347928"	"Benillup"	"Q1771932"	"ca:Benillup"	"village"	"8"			"03036000101"	
"Benimarfull"	"PV"	"el Comtat"	"Benimarfull"	"node"	"1440347929"	"Benimarfull"	"Q1770942"	"ca:Benimarfull"	"village"	"8"			"03038000101"	
"Benimassot"	"PV"	"el Comtat"	"Benimassot"	"node"	"1440347930"	"Benimassot"	"Q1770191"	"ca:Benimassot"	"village"	"8"			"03039000101"	
"Cocentaina"	"PV"	"el Comtat"	"Cocentaina"	"node"	"1470838222"	"Cocentaina"	"Q1231003"	"ca:Cocentaina"	"town"	"7"			"03056000401"	
"Fageca"	"PV"	"el Comtat"	"Fageca"	"node"	"252050234"	"Fageca"	"Q426123"	"ca:Fageca"	"village"	"8"			"03067000101"	
"Famorca"	"PV"	"el Comtat"	"Famorca"	"node"	"252050737"	"Famorca"	"Q1751994"	"ca:Famorca"	"village"	"8"			"03068000101"	
"Gaianes"	"PV"	"el Comtat"	"Gaianes"	"node"	"1440347946"	"Gaianes"	"Q1768853"	"ca:Gaianes"	"village"	"8"			"03072000101"	
"Gorga"	"PV"	"el Comtat"	"Gorga"	"node"	"1207429325"	"Gorga"	"Q1769746"	"ca:Gorga"	"village"	"8"			"03073000101"	
"l'Alqueria d'Asnar"	"PV"	"el Comtat"	"l'Alqueria d'Asnar"	"node"	"1440347966"	"l'Alqueria d'Asnar"	"Q621092"	"ca:L'Alqueria d'Asnar"	"village"	"8"			"03017000101"	
"l'Orxa"	"PV"	"el Comtat"	"l'Orxa"	"node"	"1440348007"	"l'Orxa / Lorcha"	"Q1770128"	"ca:L'Orxa"	"village"	"8"			"03084000101"	
"Millena"	"PV"	"el Comtat"	"Millena"	"node"	"1207429330"	"Millena"	"Q1770111"	"ca:Millena"	"village"	"8"			"03086000101"	
"Muro d'Alcoi"	"PV"	"el Comtat"	"Muro d'Alcoi"	"node"	"1470838570"	"Muro de Alcoy"	"Q1768714"	"ca:Muro d'Alcoi"	"village"	"8"			"03092000401"	
"Planes"	"PV"	"el Comtat"	"Planes"	"node"	"1207429334"	"Planes"	"Q1983306"	"ca:Planes (Comtat)"	"village"	"8"			"03106000401"	
"Quatretondeta"	"PV"	"el Comtat"	"Quatretondeta"	"node"	"1440348018"	"Quatretondeta"	"Q1768829"	"ca:Quatretondeta"	"village"	"8"			"03060000101"	
"Tollos"	"PV"	"el Comtat"	"Tollos"	"node"	"252049669"	"Tollos"	"Q1750925"	"ca:Tollos"	"village"	"8"			"03130000101"	
"el Fondó de les Neus"	"PV"	"el Vinalopó Mitjà"	"el Fondó de les Neus"	"node"	"194295712"	"el Fondó de les Neus / Hondón de las Nieves"	"Q1768905"	"ca:El Fondó de les Neus"	"village"	"8"			"03077000201"	
"el Fondó dels Frares"	"PV"	"el Vinalopó Mitjà"	"el Fondó dels Frares"	"node"	"194294964"	"Hondón de los Frailes"	"Q1985343"	"ca:El Fondó dels Frares"	"village"	"8"			"03078000101"	
"el Pinós"	"PV"	"el Vinalopó Mitjà"	"el Pinós"	"node"	"248455509"	"el Pinós / Pinoso"	"Q1751965"	"ca:El Pinós"	"village"	"8"			"03105000801"	
"l'Alguenya"	"PV"	"el Vinalopó Mitjà"	"l'Alguenya"	"node"	"243816740"	"Algueña"	"Q620867"	"ca:L'Alguenya"	"village"	"8"			"03013000101"	
"la Romana"	"PV"	"el Vinalopó Mitjà"	"la Romana"	"node"	"203811213"	"la Romana"	"Q1752019"	"ca:La Romana (Vinalopó Mitjà)"	"village"	"8"			"03114000102"	
"Monòver"	"PV"	"el Vinalopó Mitjà"	"Monòver"	"node"	"1470838558"	"Monòver / Monóvar"	"Q1645615"	"ca:Monòver"	"town"	"8"			"03089000401"	
"Novelda"	"PV"	"el Vinalopó Mitjà"	"Novelda"	"node"	"203811201"	"Novelda"	"Q983473"	"ca:Novelda"	"town"	"8"			"03093000202"	
"Petrer"	"PV"	"el Vinalopó Mitjà"	"Petrer"	"node"	"1440348014"	"Petrer"	"Q1751353"	"ca:Petrer"	"town"	"8"			"03104000103"	
"Castellfort"	"PV"	"els Ports"	"Castellfort"	"node"	"308292705"	"Castellfort"	"Q1778143"	"ca:Castellfort"	"village"	"8"			"12038000101"	
"Cinctorres"	"PV"	"els Ports"	"Cinctorres"	"node"	"308304439"	"Cinctorres"	"Q24011895"		"village"	"8"			"12045000101"	
"el Forcall"	"PV"	"els Ports"	"el Forcall"	"node"	"308304447"	"Forcall"	"Q780945"	"ca:El Forcall"	"village"	"8"			"12061000101"	
"Herbers"	"PV"	"els Ports"	"Herbers"	"node"	"308302336"	"Herbers"	"Q1769760"	"ca:Herbers"	"village"	"8"			"12068000101"	
"la Mata de Morella"	"PV"	"els Ports"	"la Mata de Morella"	"node"	"308304441"	"la Mata de Morella"	"Q1901661"	"ca:La Mata de Morella"	"village"	"8"			"12075000101"	
"la Todolella"	"PV"	"els Ports"	"la Todolella"	"node"	"308304446"	"Todolella"	"Q1766256"	"ca:La Todolella"	"village"	"8"			"12112000101"	
"Morella"	"PV"	"els Ports"	"Morella"	"node"	"1470838564"	"Morella"	"Q732907"	"ca:Morella"	"village"	"7"			"12080001101"	
"Palanques"	"PV"	"els Ports"	"Palanques"	"node"	"308306622"	"Palanques"	"Q843223"	"ca:Palanques"	"village"	"8"			"12087000301"	
"Portell de Morella"	"PV"	"els Ports"	"Portell de Morella"	"node"	"308292708"	"Portell de Morella"	"Q1900715"	"ca:Portell de Morella"	"village"	"8"			"12091000401"	
"Sorita"	"PV"	"els Ports"	"Sorita"	"node"	"308306628"	"Sorita"	"Q1901668"	"ca:Sorita"	"village"	"8"			"12141000101"	
"Vallibona"	"PV"	"els Ports"	"Vallibona"	"node"	"308300636"	"Vallibona"	"Q1767567"	"ca:Vallibona"	"village"	"8"			"12127000101"	
